id2,E_BCL-4_1,ED1_BCL-4_1,ED2_BCL-4_1,Pu1_BCL-4_1,Pu2_BCL-4_1,E_hybrid_BCL-4_1,P_E_BCL-4_1,E_BCL-4_2,ED1_BCL-4_2,ED2_BCL-4_2,Pu1_BCL-4_2,Pu2_BCL-4_2,E_hybrid_BCL-4_2,P_E_BCL-4_2,E_BCL-4_3,ED1_BCL-4_3,ED2_BCL-4_3,Pu1_BCL-4_3,Pu2_BCL-4_3,E_hybrid_BCL-4_3,P_E_BCL-4_3,E_BCL-1_1,ED1_BCL-1_1,ED2_BCL-1_1,Pu1_BCL-1_1,Pu2_BCL-1_1,E_hybrid_BCL-1_1,P_E_BCL-1_1,E_BCL-1_2,ED1_BCL-1_2,ED2_BCL-1_2,Pu1_BCL-1_2,Pu2_BCL-1_2,E_hybrid_BCL-1_2,P_E_BCL-1_2,E_BCL-1_3,ED1_BCL-1_3,ED2_BCL-1_3,Pu1_BCL-1_3,Pu2_BCL-1_3,E_hybrid_BCL-1_3,P_E_BCL-1_3,E_BCL-2_1,ED1_BCL-2_1,ED2_BCL-2_1,Pu1_BCL-2_1,Pu2_BCL-2_1,E_hybrid_BCL-2_1,P_E_BCL-2_1,E_BCL-2_2,ED1_BCL-2_2,ED2_BCL-2_2,Pu1_BCL-2_2,Pu2_BCL-2_2,E_hybrid_BCL-2_2,P_E_BCL-2_2,E_BCL-2_3,ED1_BCL-2_3,ED2_BCL-2_3,Pu1_BCL-2_3,Pu2_BCL-2_3,E_hybrid_BCL-2_3,P_E_BCL-2_3,E_BCL-5_1,ED1_BCL-5_1,ED2_BCL-5_1,Pu1_BCL-5_1,Pu2_BCL-5_1,E_hybrid_BCL-5_1,P_E_BCL-5_1,E_BCL-5_2,ED1_BCL-5_2,ED2_BCL-5_2,Pu1_BCL-5_2,Pu2_BCL-5_2,E_hybrid_BCL-5_2,P_E_BCL-5_2,E_BCL-5_3,ED1_BCL-5_3,ED2_BCL-5_3,Pu1_BCL-5_3,Pu2_BCL-5_3,E_hybrid_BCL-5_3,P_E_BCL-5_3,E_HPV_1,ED1_HPV_1,ED2_HPV_1,Pu1_HPV_1,Pu2_HPV_1,E_hybrid_HPV_1,P_E_HPV_1,E_HPV_2,ED1_HPV_2,ED2_HPV_2,Pu1_HPV_2,Pu2_HPV_2,E_hybrid_HPV_2,P_E_HPV_2,E_HPV_3,ED1_HPV_3,ED2_HPV_3,Pu1_HPV_3,Pu2_HPV_3,E_hybrid_HPV_3,P_E_HPV_3,E_BCL-3_1,ED1_BCL-3_1,ED2_BCL-3_1,Pu1_BCL-3_1,Pu2_BCL-3_1,E_hybrid_BCL-3_1,P_E_BCL-3_1,E_BCL-3_2,ED1_BCL-3_2,ED2_BCL-3_2,Pu1_BCL-3_2,Pu2_BCL-3_2,E_hybrid_BCL-3_2,P_E_BCL-3_2,E_BCL-3_3,ED1_BCL-3_3,ED2_BCL-3_3,Pu1_BCL-3_3,Pu2_BCL-3_3,E_hybrid_BCL-3_3,P_E_BCL-3_3
GC-2097-2098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.18,4.04,4.04,0.00142294,0.00142294,-13.26,0.557635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2105-2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.19,2.19,0.5,0.0286287,0.444295,-3.88,0.311566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2111-2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.46,1.98,1.98,0.0402513,0.0402513,-13.42,0.694504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2130-2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.88,3.96,3.96,0.00162017,0.00162017,-16.8,0.898044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2135-2136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.02,1.58,1.58,0.0770269,0.0770269,-5.18,0.490742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2176-2177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.78,0.64,0.64,0.354013,0.354013,-13.06,0.37103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2327-2328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.08,4.51,4.51,0.000663741,0.000663741,-15.1,1.74725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2390-2391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.12,2.04,2.04,0.0365175,0.0365175,-16.2,2.27631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2433-2434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.9,0.54,0.54,0.416376,0.416376,-11.98,0.338852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2463-2464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.18,0.98,0.98,0.203909,0.203909,-13.14,0.603225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2471-2472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.72,1.79,1.79,0.0547854,0.0547854,-13.3,0.525618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2528-2529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.86,0.81,0.81,0.268676,0.268676,-13.48,0.737222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2549-2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,1.76,1.76,0.0575181,0.0575181,-13.52,0.684163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2552-2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.42,2.5,2.5,0.0173125,0.0173125,-13.42,0.726708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2569-2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.58,3.54,3.54,0.0032027,0.0032027,-12.66,0.319211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2577-2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.04,1.01,1.01,0.194221,0.194221,-13.06,0.660697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2610-2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.2,2.5,2.5,0.0173125,0.0173125,-18.2,24.5321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2629-2630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.48,1.46,1.46,0.093584,0.093584,-14.4,0.68722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2680-2681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.58,6.46,6.46,2.80491e-05,2.80491e-05,-22.5,2.72875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2702-2703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.46,1.75,1.75,0.0584589,0.0584589,-12.96,0.366015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2715-2716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.54,4.23,4.23,0.00104545,0.00104545,-17.0,7.00768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2744-2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.74,1.28,1.28,0.125326,0.125326,-13.3,0.78089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2755-2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.62,2.4,2.4,0.0203622,0.0203622,-13.42,0.544972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2778-2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.54,2.33,2.33,0.0228113,0.0228113,-15.2,1.3184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2866-2867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.92,3.91,3.91,0.00175709,0.00175709,-16.74,1.32144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2874-2875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,2.35,2.35,0.0220829,0.0220829,-13.3,0.53011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2904-2905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,1.89,1.89,0.04658,0.04658,-13.18,0.524432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2952-2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.1,3.35,3.35,0.00435914,0.00435914,-19.8,65.9606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-2963-2964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.62,2.98,2.98,0.00794554,0.00794554,-12.58,0.311253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3002-3003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.38,1.91,1.91,0.0450927,0.0450927,-17.2,14.2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3012-3013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.1,0.63,0.63,0.359804,0.359804,-13.36,0.485911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3039-3040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.64,4.68,4.68,0.000503741,0.000503741,-20.0,9.3689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3058-3059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.6,4.9,4.9,0.000352519,0.000352519,-19.4,0.743465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3064-3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.78,2.37,2.37,0.0213778,0.0213778,-13.52,0.71532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3075-3076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.16,0.66,0.66,0.34271,0.34271,-13.48,0.509362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3101-3102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.04,2.1,2.1,0.03313,0.03313,-12.24,0.386004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3109-3110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0,3.97,3.97,0.00159409,0.00159409,-18.94,24.8682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3129-3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.58,1.3,1.3,0.121324,0.121324,-13.18,0.391637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3150-3151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.28,4.06,4.06,0.00137751,0.00137751,-18.4,2.11779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3164-3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.48,5.46,5.46,0.000142094,0.000142094,-23.4,0.714808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3168-3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.64,0.85,0.85,0.251792,0.251792,-8.34,0.244314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3216-3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.34,0.93,0.93,0.221141,0.221141,-14.2,0.645556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3281-3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.96,3.26,3.26,0.00504452,0.00504452,-13.48,0.645798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3284-3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.16,2.82,2.82,0.0103007,0.0103007,-15.8,3.48589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3292-3293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.54,4.38,4.38,0.000819604,0.000819604,-16.3,1.4793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3320-3321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.12,1.54,1.54,0.0821919,0.0821919,-13.2,0.473662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3327-3328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.2,3.5,3.5,0.00341745,0.00341745,-19.2,21.4703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3351-3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.44,1.85,1.85,0.0497033,0.0497033,-13.14,0.440765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3354-3355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.5,4.84,4.84,0.000388564,0.000388564,-19.18,13.6356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3384-3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.72,5.74,5.74,9.02135e-05,9.02135e-05,-14.2,10.0241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3398-3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.52,0.5,0.5,0.444295,0.444295,-13.52,0.535847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3478-3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72,2.42,2.42,0.019712,0.019712,-13.56,0.817925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3503-3504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.92,4.23,4.23,0.00104545,0.00104545,-13.38,0.515173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3549-3550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.54,6.18,6.18,4.41797e-05,4.41797e-05,-21.9,2.22548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3557-3558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,2.22,2.22,0.0272686,0.0272686,-12.14,0.395208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3581-3582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6,2.5,2.5,0.0173125,0.0173125,-16.6,1.58588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3584-3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.38,1.91,1.91,0.0450927,0.0450927,-8.2,0.612097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3590-3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.84,1.93,1.93,0.0436529,0.0436529,-8.7,0.536245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3611-3612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.08,0.5,0.5,0.444295,0.444295,-13.08,0.497445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3643-3644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.82,1.49,1.49,0.0891378,0.0891378,-16.8,8.40628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3662-3663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.74,4.43,4.43,0.000755738,0.000755738,-19.6,80.3223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3719-3720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.06,0.02,0.02,0.96807,0.96807,-5.1,0.533354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3727-3728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.74,5.63,5.63,0.000107841,0.000107841,-22.0,5.04573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3774-3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.12,1.44,1.44,0.0966706,0.0966706,-13.0,0.401277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3785-3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.66,1.85,1.85,0.0497033,0.0497033,-13.36,0.641751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3836-3837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.6,1.3,1.3,0.121324,0.121324,-15.2,0.476452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3864-3865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.4,3.37,3.37,0.00421995,0.00421995,-14.14,0.599495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3888-3889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1,3.49,3.49,0.00347335,0.00347335,-13.08,0.374673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3900-3901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.6,2.2,2.2,0.028168,0.028168,-17.0,8.37731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3936-3937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.92,5.14,5.14,0.000238817,0.000238817,-21.2,27.9634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3952-3953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.86,3.77,3.77,0.00220518,0.00220518,-19.4,41.5239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3955-3956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.34,5.63,5.63,0.000107841,0.000107841,-18.6,27.3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3968-3969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.76,6.42,6.42,2.99299e-05,2.99299e-05,-25.6,20.6928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3977-3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.14,1.99,1.99,0.0396035,0.0396035,-15.12,1.24722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-3989-3990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.08,3.41,3.41,0.00395477,0.00395477,-18.9,0.973347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GC-4005-4006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.84,5.38,5.38,0.000161789,0.000161789,-19.6,30.3671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
