id2,E_MERS_1,ED1_MERS_1,ED2_MERS_1,Pu1_MERS_1,Pu2_MERS_1,E_hybrid_MERS_1,P_E_MERS_1,E_MERS_2,ED1_MERS_2,ED2_MERS_2,Pu1_MERS_2,Pu2_MERS_2,E_hybrid_MERS_2,P_E_MERS_2,E_MERS_3,ED1_MERS_3,ED2_MERS_3,Pu1_MERS_3,Pu2_MERS_3,E_hybrid_MERS_3,P_E_MERS_3
GC-171-172,,,,,,,,,,,,,,,-6.94,3.13,3.13,0.00622909,0.00622909,-13.2,0.40194
GC-184-185,,,,,,,,,,,,,,,-12.68,3.75,3.75,0.00227792,0.00227792,-20.18,0.552085
GC-187-188,,,,,,,,,,,,,,,-13.82,3.88,3.88,0.00184473,0.00184473,-21.58,65.1482
GC-193-194,,,,,,,,,,,,,,,-7.2,10.1,10.1,7.63781e-08,7.63781e-08,-27.4,1284.88
GC-199-200,,,,,,,,,,,,,,,-0.28,0.0,0.0,1.0,1.0,-0.28,0.385086
GC-209-210,,,,,,,,,,,,,,,-10.28,1.49,1.49,0.0891378,0.0891378,-13.26,0.625704
GC-212-213,,,,,,,,,,,,,,,-8.2,2.51,2.51,0.0170338,0.0170338,-13.22,0.973534
GC-230-231,,,,,,,,,,,,,,,-9.94,0.82,0.82,0.264351,0.264351,-11.58,0.564824
GC-241-242,,,,,,,,,,,,,,,-7.8,0.0,0.0,1.0,1.0,-7.8,0.879109
GC-244-245,,,,,,,,,,,,,,,-10.94,5.13,5.13,0.000242723,0.000242723,-21.2,31.4991
GC-247-248,,,,,,,,,,,,,,,-6.98,3.09,3.09,0.00664678,0.00664678,-13.16,0.919853
GC-257-258,,,,,,,,,,,,,,,-9.98,4.61,4.61,0.00056433,0.00056433,-19.2,3.75806
GC-260-261,,,,,,,,,,,,,,,-10.86,0.99,0.99,0.200627,0.200627,-12.84,0.467237
GC-267-268,,,,,,,,,,,,,,,-9.12,5.74,5.74,9.02135e-05,9.02135e-05,-20.6,0.594702
GC-269-270,,,,,,,,,,,,,,,-11.2,0.86,0.86,0.24774,0.24774,-12.92,0.687041
GC-272-273,,,,,,,,,,,,,,,-13.34,9.86,9.86,1.12742e-07,1.12742e-07,-33.06,0.993921
GC-275-276,,,,,,,,,,,,,,,-9.52,1.17,1.17,0.149814,0.149814,-11.86,0.585978
GC-280-281,,,,,,,,,,,,,,,-7.7,0.26,0.26,0.655827,0.655827,-8.22,0.58113
GC-284-285,,,,,,,,,,,,,,,-1.02,0.01,3.5,0.983906,0.00341745,-4.53,0.468396
GC-286-287,,,,,,,,,,,,,,,-4.52,11.74,11.74,5.33743e-09,5.33743e-09,-28.0,0.857725
GC-291-292,,,,,,,,,,,,,,,-8.04,4.68,4.68,0.000503741,0.000503741,-17.4,1.13147
GC-298-299,,,,,,,,,,,,,,,-7.6,0.3,0.3,0.614615,0.614615,-8.2,0.693708
GC-324-325,,,,,,,,,,,,,,,-11.64,7.28,7.28,7.41481e-06,7.41481e-06,-26.2,1.3135
GC-329-330,,,,,,,,,,,,,,,-11.14,0.13,0.13,0.809831,0.809831,-11.4,0.533952
GC-333-334,,,,,,,,,,,,,,,-8.92,12.04,12.04,3.28046e-09,3.28046e-09,-33.0,2.95418
GC-351-352,,,,,,,,,,,,,,,-8.14,5.73,5.73,9.16891e-05,9.16891e-05,-19.6,7.9118
GC-357-358,,,,,,,,,,,,,,,-4.64,1.53,1.53,0.0835363,0.0835363,-7.7,0.450566
GC-360-361,,,,,,,,,,,,,,,-6.88,6.53,6.53,2.50376e-05,2.50376e-05,-19.94,3.07824
GC-368-369,,,,,,,,,,,,,,,-11.2,7.35,7.35,6.61872e-06,6.61872e-06,-25.9,1.29137
GC-382-383,,,,,,,,,,,,,,,-11.06,6.27,6.27,3.81771e-05,3.81771e-05,-23.6,1.46938
GC-385-386,,,,,,,,,,,,,,,-9.02,7.59,7.59,4.48391e-06,4.48391e-06,-24.2,0.890271
GC-388-389,,,,,,,,,,,,,,,-2.6,2.8,2.8,0.0106405,0.0106405,-8.2,0.494158
GC-397-398,,,,,,,,,,,,,,,-7.36,2.76,2.76,0.011354,0.011354,-12.88,0.360498
GC-407-408,,,,,,,,,,,,,,,-9.14,5.93,5.93,6.62806e-05,6.62806e-05,-21.0,0.56646
GC-409-410,,,,,,,,,,,,,,,-9.78,4.17,4.17,0.00115234,0.00115234,-18.12,0.835113
GC-417-418,,,,,,,,,,,,,,,-3.04,3.96,0.8,0.00162017,0.27307,-7.8,0.491167
GC-422-423,,,,,,,,,,,,,,,-9.98,4.91,4.91,0.000346846,0.000346846,-19.8,16.524
GC-439-440,,,,,,,,,,,,,,,-6.56,4.82,4.82,0.00040138,0.00040138,-16.2,0.960671
GC-476-477,,,,,,,,,,,,,,,-10.06,1.4,1.4,0.103153,0.103153,-12.86,0.440452
GC-513-514,,,,,,,,,,,,,,,-13.74,3.73,3.73,0.00235305,0.00235305,-21.2,93.6673
GC-532-533,,,,,,,,,,,,,,,-7.5,2.4,2.4,0.0203622,0.0203622,-12.3,0.303571
GC-551-552,,,,,,,,,,,,,,,-9.94,0.78,0.78,0.282077,0.282077,-11.5,0.563274
GC-580-581,,,,,,,,,,,,,,,-6.36,5.12,5.12,0.000246694,0.000246694,-16.6,12.3433
GC-586-587,,,,,,,,,,,,,,,-7.64,1.18,1.18,0.147403,0.147403,-10.0,0.985737
GC-612-613,,,,,,,,,,,,,,,-11.02,1.22,1.22,0.13814,0.13814,-13.46,0.849304
GC-620-621,,,,,,,,,,,,,,,-6.06,4.27,4.27,0.000979753,0.000979753,-14.6,0.536072
GC-645-646,,,,,,,,,,,,,,,-10.02,14.44,14.44,6.67973e-11,6.67973e-11,-38.9,5.58385
GC-649-650,,,,,,,,,,,,,,,-4.0,7.45,7.45,5.62741e-06,5.62741e-06,-18.9,0.689579
GC-652-653,,,,,,,,,,,,,,,-6.84,3.17,3.17,0.00583766,0.00583766,-13.18,0.471436
GC-673-674,,,,,,,,,,,,,,,-12.32,0.58,0.58,0.390211,0.390211,-13.48,0.70305
GC-691-692,,,,,,,,,,,,,,,-3.02,5.49,5.49,0.000135343,0.000135343,-14.0,6.7634
GC-701-702,,,,,,,,,,,,,,,-11.78,0.67,0.67,0.337194,0.337194,-13.12,0.720663
GC-713-714,,,,,,,,,,,,,,,-9.02,3.19,3.19,0.00565126,0.00565126,-15.4,2.70792
GC-731-732,,,,,,,,,,,,,,,-7.4,0.41,0.41,0.514151,0.514151,-8.22,0.40733
GC-741-742,,,,,,,,,,,,,,,-5.92,5.69,5.69,9.78372e-05,9.78372e-05,-17.3,0.256149
GC-761-762,,,,,,,,,,,,,,,-8.02,2.75,2.75,0.0115397,0.0115397,-13.52,0.7994
GC-765-766,,,,,,,,,,,,,,,-7.58,3.41,3.41,0.00395477,0.00395477,-14.4,0.372434
