E_1,Etotal_1,ED1_1,ED2_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_2,Etotal_2,ED1_2,ED2_2,Pu1_2,Pu2_2,E_hybrid_2,seedNumber_2,seedEbest_2,E_3,Etotal_3,ED1_3,ED2_3,Pu1_3,Pu2_3,E_hybrid_3,seedNumber_3,seedEbest_3,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
-16.38,-376.77,3.17,3.96,0.00457764,0.00119577,-23.51,9,-3.77,-25.39,-385.78,6.68,3.96,1.17591e-5,0.00119577,-36.03,13,-5.24,-13.99,-21.91,1.22,1.22,0.1258,0.1258,-16.43,4,-7.25,0.2027515,0.8800198,0.07636675,0.07678038,0.22
-16.73,-379.41,5.35,6.25,1.12686e-4,2.44174e-5,-28.33,10,-5.38,-25.15,-387.83,5.36,6.25,1.10788e-4,2.44174e-5,-36.76,13,-5.38,-8.63,-21.13,3.84,3.84,0.00146623,0.00146623,-16.31,4,-2.18,0.1993217,0.1662268,0.3266287,0.1236149,0.04
-9.07,-381.78,4.35,16.28,6.16367e-4,9.68011e-13,-29.7,6,-5.39,-19.46,-392.17,4.77,16.28,3.0192e-4,9.68011e-13,-40.51,10,-7.26,-9.65,-42.21,0.51,0.51,0.420374,0.420374,-10.67,2,-6.89,0.1821093,0.1236149,0.6845496,0.6788203,0.01
-18.68,-380.86,2.54,5.75,0.0133525,5.71063e-5,-26.97,10,-3.83,-23.39,-385.57,6.68,5.75,1.17591e-5,5.71063e-5,-35.82,14,-3.83,-7,-18.5,5.21,5.48,1.42951e-4,9.03515e-5,-17.69,4,-3.77,0.6132461,0.07023511,0.3476235,0.683556,0.04
-7.74,-379.31,5.62,15.14,7.12229e-5,6.71682e-12,-28.5,3,-2.15,-19.8,-391.37,6.45,15.14,1.73823e-5,6.71682e-12,-41.39,4,-2.15,0,0,999999,999999,0,0,0,0,0,0.208086,0.1358353,0.2402741,0.07810181,0.02
-19.85,-381.67,5.39,5.39,1.05282e-4,1.05282e-4,-30.63,9,-5.04,-28.19,-390.01,5.5,5.39,8.73325e-5,1.05282e-4,-39.08,13,-5.04,-12.07,-22.85,2.14,2.14,0.026348,0.026348,-16.35,4,-4.92,0.9146639,0.7067498,0.09761183,0.05988383,0.02
-17.14,-379.33,2.98,5.76,0.00632201,5.61441e-5,-25.88,8,-4.95,-27.2,-389.39,5.47,5.76,9.18999e-5,5.61441e-5,-38.43,12,-8.18,-13.27,-24.79,0.42,0.42,0.489839,0.489839,-14.11,4,-7.99,0.3558339,0.2886573,0.5878635,0.6678164,0.25
-14.14,-375.96,4.62,5.39,3.89572e-4,1.05282e-4,-24.15,10,-5.02,-21.76,-383.58,4.92,5.39,2.3399e-4,1.05282e-4,-32.07,13,-5.02,-11.35,-22.13,2.5,2.5,0.0142916,0.0142916,-16.35,4,-4.29,0.5878635,0.2671098,0.09806368,0.06974925,0.07
-17.29,-375.81,5.16,2.09,1.55627e-4,0.0286845,-24.54,10,-3.46,-21.77,-380.29,5.23,2.09,1.38174e-4,0.0286845,-29.09,14,-3.46,-13.29,-17.47,1.24,1.24,0.121596,0.121596,-15.77,4,-6.17,0.4529738,0.5009296,0.02899309,0.01757717,0.03
-17.13,-375.81,5.72,2.25,6.00929e-5,0.0218561,-25.1,9,-3.96,-24.2,-382.88,6.27,2.25,2.36015e-5,0.0218561,-32.72,13,-3.96,-14.61,-19.11,0.91,0.91,0.213034,0.213034,-16.43,4,-6.59,0.6634599,0.1583381,0.09588891,0.2897669,0.01
-14.88,-377.04,4.19,5.73,8.08936e-4,5.90804e-5,-24.8,7,-2.44,-25.55,-387.71,4.21,5.73,7.81906e-4,5.90804e-5,-35.49,11,-3.74,-10.03,-21.49,5.73,5.73,5.90804e-5,5.90804e-5,-21.49,4,-3.59,0.144283,0.1125099,0.3237286,0.6196525,0.09
-16.72,-379.94,5.59,6.79,7.49478e-5,9.75432e-6,-29.1,7,-4.93,-26.86,-390.08,6.62,6.79,1.30212e-5,9.75432e-6,-40.27,9,-4.93,-5.51,-19.09,5.29,5.29,1.24781e-4,1.24781e-4,-16.09,4,-1.29,0.3302372,0.2625289,0.08332084,0.1550102,0.03
0,0,999999,999999,0,0,0,0,0,-13.21,-377.78,1.27,1.35,0.115553,0.100866,-15.83,4,-7.53,-14.03,-30.31,8.14,8.14,9.83876e-7,9.83876e-7,-30.31,4,-7.69,0.755985,0.683556,0.004750291,0.03464195,0.01
0,0,999999,999999,0,0,0,0,0,-18.23,-386.54,6.65,11.88,1.23741e-5,1.70978e-9,-36.76,2,-0.26,-11.83,-35.59,11.88,11.88,1.70978e-9,1.70978e-9,-35.59,4,-6.65,0.08433114,0.02425022,0.3698376,0.5576492,0.01
-20.46,-320.63,5.18,2.73,1.50427e-4,0.00966824,-28.37,8,-5.2,-26.91,-327.08,7.29,10.16,4.17074e-6,3.17866e-8,-44.36,13,-5.2,0,0,999999,999999,0,0,0,0,0,0.9281287,0.1125571,0.1747781,0.01621313,0.01
-15.17,-306.87,2.36,1.69,0.0181299,0.0566023,-19.22,8,-7.9,-21.58,-313.28,4.07,1.69,9.91905e-4,0.0566023,-27.34,11,-7.9,-13.89,-17.27,1.27,1.27,0.115553,0.115553,-16.43,4,-6.04,0.7097374,0.6170663,0.4815403,0.7704738,0.02
-15.46,-309.78,8,4.31,1.24812e-6,6.59717e-4,-27.77,8,-4.84,-25.28,-319.6,8.71,4.31,3.73507e-7,6.59717e-4,-38.3,11,-4.84,-14.23,-22.85,4.31,4.31,6.59717e-4,6.59717e-4,-22.85,4,-4.46,0.252414,0.9099133,0.8812619,3.045052e-4,0
-17.43,-309.78,2.99,2.34,0.00621549,0.0187566,-22.76,11,-7.5,-22.31,-314.66,4.18,2.34,8.22799e-4,0.0187566,-28.83,12,-7.5,-13.95,-18.63,1.24,1.24,0.121596,0.121596,-16.43,4,-6.02,0.4342036,0.5032448,0.4949288,0.1889793,0.02
-14.74,-309.58,7.95,8.24,1.3588e-6,8.30125e-7,-30.93,9,-4.3,-24.37,-319.21,8.57,8.24,4.73821e-7,8.30125e-7,-41.18,13,-4.3,-9.13,-25.61,8.24,8.24,8.30125e-7,8.30125e-7,-25.61,6,-4.3,0.18118890000000001,0.07935884,0.3202885,0.1712631,0.01
-18.59,-208.61,4.52,7.3,4.61726e-4,4.10047e-6,-30.41,11,-4.03,-22.55,-212.57,5.23,7.3,1.38174e-4,4.10047e-6,-35.08,12,-4.03,-13.43,-28.03,7.3,7.3,4.10047e-6,4.10047e-6,-28.03,4,-4.92,0.4078005,0.1871783,0.826589,0.08955754,0.06
-16.69,-239.04,5.53,9.14,8.29921e-5,1.79876e-7,-31.36,11,-6.54,-22.6,-244.95,7.19,9.14,4.94322e-6,1.79876e-7,-38.93,14,-6.54,-7.49,-25.77,4.47,4.47,5.0267e-4,5.0267e-4,-16.43,2,-1.73,0.1574077,0.1297207,0.04470504,0.1929451,0
-19.58,-244.15,5.41,11.36,1.01764e-4,4.13698e-9,-36.35,8,-6.04,-27.08,-251.65,6.04,11.36,3.48878e-5,4.13698e-9,-44.48,8,-6.04,0,0,999999,999999,0,0,0,0,0,0.147471,0.2345585,0.1470048,0.06504741,0
-16.07,-240.82,3.7,11.54,0.00186002,3.04683e-9,-31.31,8,-3.99,-24.11,-248.86,5.87,11.54,4.65723e-5,3.04683e-9,-41.52,12,-3.99,-6.93,-30.01,11.54,11.54,3.04683e-9,3.04683e-9,-30.01,1,-1.63,0.6836936,0.4551717,0.4482531,0.141416,0
-18.8,-240.01,5.94,8,4.13495e-5,1.24812e-6,-32.74,11,-5.5,-25.48,-246.69,5.92,8,4.27789e-5,1.24812e-6,-39.4,12,-5.5,-8.57,-24.57,8,8,1.24812e-6,1.24812e-6,-24.57,4,-2.9,0.1478023,0.3904345,0.0567728,0.01453424,0.18
-28.95,-303.98,2.02,3.82,0.0323076,0.00151692,-34.79,11,-8.3,-39.79,-314.82,2.26,3.82,0.0214878,0.00151692,-45.87,15,-8.3,-12.53,-20.17,1.93,1.93,0.0376462,0.0376462,-16.39,4,-5.42,0.6678245,0.5653771,0.2874618,0.4071372,0
-10.81,-288.55,3.49,6.49,0.00265761,1.62401e-5,-20.79,6,-3.72,-17.64,-295.38,3.79,6.53,0.00159625,1.51729e-5,-27.96,10,-3.4,-9.85,-22.91,6.53,6.53,1.51729e-5,1.51729e-5,-22.91,4,-1.99,0.7966278,0.2152386,0.2553719,0.7500791,0.16
-19.48,-296.38,4.59,3.33,4.09946e-4,0.00348792,-27.4,7,-4.97,-28.71,-305.61,5.55,3.33,8.0219e-5,0.00348792,-37.59,11,-7.44,-12.13,-23.51,2.15,2.15,0.0259041,0.0259041,-16.43,4,-5.56,0.03073647,0.1278204,0.01393443,0.3383744,0
-14.45,-378.67,10.39,11.38,2.15036e-8,3.99875e-9,-36.22,7,-4.14,-26.74,-390.96,11.84,11.38,1.83003e-9,3.99875e-9,-49.96,11,-8.07,-6.53,-29.29,11.38,11.38,3.99875e-9,3.99875e-9,-29.29,1,-1.71,0.005752672,0.03436848,0.03060365,0.003781971,0
-20.04,-379.15,5.47,6.27,9.18999e-5,2.36015e-5,-31.78,11,-5.68,-30.05,-389.16,8.41,6.27,6.21855e-7,2.36015e-5,-44.73,15,-5.68,-8.17,-20.71,4.13,4.13,8.95761e-4,8.95761e-4,-16.43,4,-4.09,0.12452680000000001,0.4310752,0.01346106,0.2188424,0
-10.58,-378.05,5.12,14.63,1.66573e-4,1.59782e-11,-30.33,4,-4.67,-18.99,-386.46,6.69,14.63,1.1561e-5,1.59782e-11,-40.31,5,-4.67,-4.35,-33.61,14.63,14.63,1.59782e-11,1.59782e-11,-33.61,2,-0.15,0.07042342,0.9196749,0.1252505,0.4126263,0.01
-14.55,-376.41,7.69,9.02,2.11361e-6,2.20561e-7,-31.26,8,-4.89,-20.98,-382.84,7.98,9.02,1.29126e-6,2.20561e-7,-37.98,10,-4.89,-4.49,-22.53,0.19,0.19,0.724079,0.724079,-4.87,2,-2.5,0.8520565,0.1306819,0.01598708,0.3188301,0.01
-14.08,-372.87,3.3,5.95,0.00367033,4.06528e-5,-23.33,11,-6,-26.61,-385.4,6.38,5.95,1.95778e-5,4.06528e-5,-38.94,7,-5.3,-8.31,-20.21,4,4,0.00111719,0.00111719,-16.31,4,-1.37,0.2354983,0.2005314,0.6852783,0.4001989,0.54
-15.68,-380.64,2.16,1.92,0.0254677,0.0382914,-19.76,8,-5.06,-26.02,-390.98,2.42,1.92,0.0163726,0.0382914,-30.36,12,-7.62,-15.81,-40.05,12.12,12.12,1.13718e-9,1.13718e-9,-40.05,10,-5.73,0.1231599,0.04737486,0.9795687,0.3168051,0.03
-13.51,-375.73,2.05,4.16,0.0307019,8.51242e-4,-19.72,7,-4.04,-20.5,-382.72,2.87,4.17,0.00762135,8.36899e-4,-27.54,7,-4.04,-7.55,-26.31,9.38,9.38,1.19635e-7,1.19635e-7,-26.31,2,-2.42,0.7768869,0.06898093,0.1372076,0.1214093,0.04
-17.63,-378.84,5.78,8.37,5.42681e-5,6.65591e-7,-31.78,8,-4.09,-25.05,-386.26,8.06,8.37,1.12714e-6,6.65591e-7,-41.48,12,-4.09,-12.81,-29.55,1.81,1.81,0.0461613,0.0461613,-16.43,4,-6.24,0.538663,0.2074737,0.004427356,0.05980729,0.05
-20.35,-375.8,8.4,2.61,6.32512e-7,0.0118551,-31.36,10,-5.64,-28.24,-383.69,8.75,2.61,3.48963e-7,0.0118551,-39.6,14,-5.64,-14.97,-20.19,2.61,2.61,0.0118551,0.0118551,-20.19,4,-7.04,0.2664076,0.5741988,0.08065756,0.06845106,0.06
-18.38,-377.48,3.56,6.26,0.00235958,2.4006e-5,-28.2,11,-5.65,-28.93,-388.03,4.05,6.26,0.00102619,2.4006e-5,-39.24,14,-5.65,-10.63,-23.15,6.26,6.26,2.4006e-5,2.4006e-5,-23.15,4,-2.5,0.2278398,0.06850453,0.2661375,0.2071677,0.04
-19.91,-383.32,6.32,10.53,2.16791e-5,1.6951e-8,-36.76,7,-4.18,-29.67,-393.08,6.62,10.53,1.30212e-5,1.6951e-8,-46.82,11,-4.18,0,0,999999,999999,0,0,0,0,0,0.0582293,0.1373255,0.07980991,0.8713552,0.07
-17.45,-378.01,4.91,7.72,2.38e-4,2.00857e-6,-30.08,10,-6.35,-27.26,-387.82,4.92,7.72,2.3399e-4,2.00857e-6,-39.9,14,-6.35,-5.14,-20.58,2.85,2.85,0.00788481,0.00788481,-10.84,2,-4.01,0.1265534,0.8750666,0.7971804,0.09560316,0.04
-18.12,-375.69,6.78,4.73,9.92149e-6,3.23155e-4,-29.63,11,-3.73,-27.7,-385.27,7.22,4.73,4.69754e-6,3.23155e-4,-39.65,15,-3.73,-11.55,-21.01,2.4,2.4,0.0169386,0.0169386,-16.35,4,-3.9,0.004670553,0.09125765,0.7047712,0.254726,0.06
-14.35,-372.89,6.03,5.7,3.54856e-5,6.21702e-5,-26.08,7,-5.11,-24.22,-382.76,5.88,2.34,4.57876e-5,0.0187566,-32.44,8,-5.81,-14.31,-25.71,5.7,5.7,6.21702e-5,6.21702e-5,-25.71,6,-4.94,0.7928335,0.2889489,0.3465144,0.1014278,0.13
-17.97,-376.83,4.83,6.02,2.72656e-4,3.60938e-5,-28.82,11,-5.24,-22.54,-381.4,5.94,6.02,4.13495e-5,3.60938e-5,-34.5,6,-6.79,-9.41,-21.45,3.41,3.41,0.00304459,0.00304459,-16.23,4,-3.57,0.1014278,0.196104,0.6499419,0.2332358,0.05
-13.3,-376.46,8,10.32,1.24812e-6,2.42198e-8,-31.62,1,-2.05,-21.2,-384.36,5.88,5.35,4.57876e-5,1.12686e-4,-32.43,7,-5.86,-17.11,-37.75,10.32,10.32,2.42198e-8,2.42198e-8,-37.75,4,-5.46,0.4587431,0.05846723,0.03913965,0.1588205,0.08
-12.74,-297.49,3.6,1.1,0.00220453,0.154254,-17.44,10,-2.43,-22.12,-306.87,3.74,1.1,0.0017378,0.154254,-26.96,13,-5.52,-15.05,-17.25,0.67,0.67,0.320303,0.320303,-16.39,4,-7.28,0.5187483,0.0358868,0.1501809,0.1663422,0.07
-18.11,-312.76,2.27,0.72,0.0211258,0.294214,-21.1,8,-6.35,-28.74,-323.39,4.04,0.72,0.00104378,0.294214,-33.5,12,-7.01,-9.29,-31.29,3.57,3.57,0.00231982,0.00231982,-16.43,4,-2.51,0.7618306,0.1308773,0.6107669,0.8462676,0.07
-12.9,-305.65,1.94,9.1,0.037012,1.92527e-7,-23.94,9,-4.81,-19.56,-312.31,2.57,9.1,0.0126888,1.92527e-7,-31.23,11,-4.81,-11.43,-29.63,9.1,9.1,1.92527e-7,1.92527e-7,-29.63,4,-3.23,0.953106,0.7751685,0.976238,0.8601272,0.19
-16.85,-308.68,8.24,8.17,8.30125e-7,9.34977e-7,-33.26,7,-5.98,-21.45,-313.28,8.36,8.18,6.76998e-7,9.19224e-7,-37.99,13,-5.98,0,0,999999,999999,0,0,0,0,0,0.1791739,0.05137579,0.07751844,0.4026316,0.02
-16.15,-572.9,3.05,12.04,0.00561303,1.30276e-9,-31.24,10,-5.45,-27.03,-583.78,3.4,12.04,0.00309677,1.30276e-9,-42.47,14,-5.45,-6.81,-30.89,12.04,12.04,1.30276e-9,1.30276e-9,-30.89,1,-1.97,0.4622245,0.1912342,0.8702348,0.8669547,0.18
-18.9,-572.98,4.39,9.37,5.75865e-4,1.21686e-7,-32.66,9,-6.17,-33.06,-587.14,5.56,9.37,7.88674e-5,1.21686e-7,-47.99,13,-8.95,-9.11,-27.85,9.37,9.37,1.21686e-7,1.21686e-7,-27.85,6,-1.89,0.7753653,0.8669547,0.7885076,0.01461952,0.37
-14.4,-576.45,4.94,17.34,2.26172e-4,1.59821e-13,-36.68,5,-7.09,-23.75,-585.8,5.7,17.34,6.21702e-5,1.59821e-13,-46.79,5,-7.09,0,0,999999,999999,0,0,0,0,0,0.1673659,0.09958261,0.2987744,0.36244729999999997,0.03
-16.99,-575.69,3.41,4.06,0.00304459,0.0010089,-24.46,8,-5.82,-26.86,-585.56,3.75,4.4,0.00170852,5.66162e-4,-35.01,12,-5.82,0,0,999999,999999,0,0,0,0,0,0.826337,0.2987744,0.1103815,0.1430797,0.03
-16.32,-573.07,5.98,12.04,3.86324e-5,1.30276e-9,-34.34,7,-4.75,-23.67,-580.42,6.83,12.04,9.11336e-6,1.30276e-9,-42.54,8,-4.75,-7.88,-31.96,3.11,3.11,0.00506897,0.00506897,-14.1,2,-2.58,0.8632937,0.1361224,0.1096526,0.8398578,0.03
-14.78,-569.77,4.21,5.22,7.81906e-4,1.40542e-4,-24.21,6,-4.66,-23.91,-578.9,4.74,5.27,3.1771e-4,1.29095e-4,-33.92,9,-4.66,-8.95,-29.51,10.28,10.28,2.59232e-8,2.59232e-8,-29.51,6,-1.76,0.7761382,0.1175433,0.07809849,0.06090308,0.1
-21.12,-575.17,6.1,9.34,3.15061e-5,1.2805e-7,-36.56,7,-4.38,-31.37,-585.42,6.6,9.34,1.34713e-5,1.2805e-7,-47.31,11,-5.07,-4.13,-22.81,5.93,5.93,4.20581e-5,4.20581e-5,-15.99,2,-0.3,0.2692562,0.1156966,0.02695178,0.2925881,0.11
-19.36,-571.33,1.87,7.26,0.0416869,4.38886e-6,-28.49,10,-5.1,-25.74,-577.71,1.99,7.26,0.0339972,4.38886e-6,-34.99,14,-5.1,-10.47,-24.99,7.26,7.26,4.38886e-6,4.38886e-6,-24.99,4,-2.46,0.682295,0.3048518,0.6673171,0.8404439,0.26
-18.37,-571.56,6.7,8.48,1.13662e-5,5.52117e-7,-33.55,10,-4.9,-24.84,-578.03,7.87,8.48,1.55665e-6,5.52117e-7,-41.19,14,-5.85,-12.33,-29.29,1.99,1.99,0.0339972,0.0339972,-16.31,4,-6.37,0.052957,0.09473879,0.2841158,0.04392155,0.29
-20.05,-573.82,5.99,3.98,3.79814e-5,0.00115581,-30.02,8,-5.02,-31.2,-584.97,7.34,3.99,3.83102e-6,0.00113634,-42.53,12,-8.04,0,0,999999,999999,0,0,0,0,0,0.01425851,0.04931274,0.05685779,0.0668843,0.14
